userID,itemID,rating,quantity
0,90728,5.0,12
0,98610,4.0,12
0,96540,5.0,12
0,98920,5.0,48
0,99772,5.0,24
0,98794,5.0,24
0,99126,5.0,24
0,86424,4.0,10
0,98944,5.0,12
0,98848,5.0,12
0,31376,4.0,24
0,99767,4.0,12
0,99936,4.0,10
0,99987,4.0,18
0,99986,5.0,3
0,99923,5.0,16
0,71101,3.0,3
0,29498,5.0,12
0,98099,4.0,12
0,99413,5.0,12
0,98921,5.0,16
0,95596,5.0,4
0,98594,5.0,2
0,88561,3.0,12
0,99668,5.0,12
0,81695,4.0,12
0,99160,5.0,3
0,98802,3.0,6
0,98598,3.0,8
0,98599,5.0,8
0,99208,4.0,24
0,72390,4.0,6
0,86152,5.0,6
0,78096,4.0,12
0,85290,3.0,2
0,97443,4.0,1
0,29243,5.0,2
0,5361,4.0,2
0,33992,3.0,2
0,91406,5.0,3
0,98992,4.0,12
0,96366,4.0,12
0,99789,5.0,6
0,99806,4.0,3
0,95442,4.0,12
0,95443,4.0,12
0,99862,5.0,12
0,99652,5.0,12
0,99654,3.0,6
0,99657,5.0,6
0,99656,3.0,6
0,99394,4.0,4
0,99208,3.0,3
0,97210,3.0,3
0,99282,4.0,28
0,46360,5.0,30
0,97828,5.0,30
0,97667,5.0,30
0,99820,4.0,60
0,99210,5.0,32
0,99082,3.0,32
0,99312,5.0,56
0,99311,5.0,56
0,99310,5.0,60
0,99309,5.0,56
0,97708,3.0,56
0,97676,5.0,60
0,90574,5.0,60
0,99686,4.0,60
0,97286,5.0,60
0,97285,4.0,60
0,70377,5.0,12
0,98851,5.0,9
0,99812,5.0,9
0,99515,4.0,12
0,98655,5.0,3
0,98654,2.0,3
0,89507,5.0,25
0,97414,5.0,25
0,91947,5.0,6
0,99622,5.0,8
0,99711,5.0,12
0,6952,5.0,12
0,78096,3.0,24
0,98794,4.0,12
0,99768,5.0,24
0,99839,5.0,6
0,99682,5.0,12
0,99811,5.0,2
0,99819,5.0,3
0,98944,5.0,8
0,98848,4.0,8
0,99810,3.0,12
0,98851,3.0,6
0,97703,3.0,36
0,99208,3.0,48
0,39123,4.0,2
0,99208,4.0,3
0,98099,5.0,12
0,54346,4.0,12
0,99654,5.0,6
0,99657,3.0,6
0,99861,5.0,6
0,68862,5.0,20
0,94405,4.0,12
0,97082,5.0,48
0,94685,3.0,12
0,81377,3.0,12
0,96442,5.0,12
0,99163,4.0,12
0,78135,4.0,12
0,96441,5.0,12
0,97067,4.0,12
0,87180,4.0,4
0,33937,5.0,4
0,98889,5.0,24
0,99603,4.0,12
0,99393,4.0,8
0,97421,5.0,12
0,98448,4.0,6
0,99205,5.0,12
0,98920,4.0,48
0,85799,5.0,24
0,99938,4.0,12
0,98735,5.0,12
0,99204,4.0,6
0,99819,5.0,1
0,83802,5.0,12
0,83553,5.0,12
0,99810,3.0,24
0,78096,5.0,12
0,93881,4.0,2
0,99469,4.0,12
0,86855,4.0,6
0,79539,5.0,48
0,99059,5.0,12
0,99858,5.0,12
0,98649,5.0,24
0,96951,5.0,6
0,98851,4.0,3
0,88066,5.0,1
0,91802,4.0,24
0,93077,4.0,24
0,99991,2.0,10
0,55321,4.0,24
0,93090,4.0,12
0,98629,5.0,32
0,99861,5.0,32
0,99865,2.0,12
0,87448,5.0,12
0,70956,4.0,12
0,90306,5.0,12
0,99208,2.0,6
0,97210,5.0,12
0,99171,4.0,24
0,95674,3.0,4
0,99374,5.0,24
0,98070,4.0,12
0,98873,5.0,12
0,99992,5.0,10
0,99991,4.0,10
0,99990,4.0,20
0,99649,5.0,10
0,99650,3.0,10
0,97082,5.0,24
0,94135,5.0,24
0,99300,5.0,10
0,99528,5.0,10
0,99301,5.0,10
0,98448,4.0,12
0,99443,2.0,12
0,97189,4.0,12
0,97039,4.0,2
0,99819,5.0,1
0,174,4.0,48
0,175,4.0,48
0,27985,5.0,48
0,177,3.0,48
0,99504,5.0,12
0,99716,5.0,6
0,99144,5.0,4
0,99518,5.0,6
0,99374,4.0,12
0,99126,4.0,12
0,99926,5.0,12
0,99862,5.0,24
0,99605,5.0,12
0,98610,4.0,8
0,99360,5.0,24
0,99305,5.0,24
0,99656,5.0,6
0,99655,5.0,6
0,99278,5.0,4
0,96920,4.0,3
0,4693,5.0,8
0,99348,5.0,576
0,96540,5.0,8
0,98851,4.0,3
0,99812,5.0,3
0,63484,5.0,4
0,99768,5.0,12
0,99347,5.0,288
0,99701,4.0,24
0,84714,5.0,24
0,99174,4.0,24
0,70956,1.0,24
0,99700,3.0,24
0,99146,3.0,24
0,87448,5.0,3
0,99772,5.0,48
0,97691,5.0,6
0,98373,4.0,6
0,99368,4.0,12
0,98360,5.0,12
0,91478,5.0,12
0,97673,5.0,12
0,99668,4.0,12
0,81695,4.0,6
0,98735,4.0,6
0,87134,5.0,6
0,99927,4.0,2
0,78150,4.0,3
0,83503,5.0,3
0,97983,5.0,3
0,99591,5.0,24
0,99305,5.0,24
0,93881,4.0,2
0,38743,4.0,27
0,98400,5.0,6
0,98413,4.0,6
0,65001,4.0,3
0,83485,5.0,3
1,94721,2.0,3
1,67029,3.5,3
1,73797,5.0,3
1,91117,5.0,3
1,68883,3.0,3
1,91116,4.0,3
1,68884,4.5,3
1,50268,4.0,3
1,91115,4.0,2
1,96674,3.5,12
1,96677,4.0,12
1,99233,4.0,12
1,96673,4.5,12
1,96675,5.0,12
1,98141,4.5,4
1,87448,3.0,12
1,99861,4.0,64
1,98629,3.0,20
1,92196,4.0,8
1,40075,4.5,8
1,98448,5.0,8
1,96575,4.0,12
1,99551,5.0,4
1,98070,3.5,12
1,99314,2.5,8
1,99871,3.5,24
1,84170,5.0,4
1,99923,3.0,160
1,99311,4.0,1
2,99310,2.0,1
2,99309,4.0,1
2,87448,5.0,2
2,99315,0.5,2
2,94922,0.5,3
2,95282,0.5,1
2,97505,0.5,2
2,97828,0.5,2
2,68568,0.5,2
2,99653,5.0,3
2,99652,0.5,1
2,95344,0.5,2
2,87448,0.5,1
2,26992,0.5,3
2,95601,0.5,4
2,95604,3.5,3
2,90306,0.5,5
2,75052,3.0,4
2,99294,4.5,4
2,98948,0.5,2
2,99784,0.5,3
2,6952,0.5,6
2,99908,4.5,4
2,20848,0.5,6
2,49994,5.0,4
2,83477,0.5,2
2,81366,5.0,2
2,73798,0.5,2
2,99989,5.0,2
2,97623,5.0,6
2,99990,4.5,10
2,99551,5.0,10
2,99223,0.5,5
2,99991,5.0,10
2,99812,4.5,6
2,90306,5.0,6
2,98763,4.5,4
2,98851,5.0,3
2,53447,0.5,4
3,99602,3.0,72
3,99310,2.0,36
3,99871,3.0,24
3,99887,2.0,24
3,99906,3.0,8
3,99907,3.0,32
3,39123,4.0,10
3,98016,5.0,8
3,98248,1.0,8
3,99897,5.0,50
3,99532,3.0,1
3,99204,5.0,5
3,99633,2.0,2
3,96529,5.0,1
3,99368,1.0,3
3,99547,5.0,2
3,96267,2.0,2
3,97810,3.0,3
3,318,5.0,2
3,99903,5.0,3
3,99474,1.0,2
3,98853,5.0,2
3,98448,5.0,3
3,98374,4.0,2
3,98907,4.0,5
3,98614,3.0,2
3,97849,3.0,2
3,89758,4.0,1
3,70593,2.0,2
3,77422,1.0,3
3,99324,2.0,3
3,99319,5.0,3
3,3772,5.0,1
3,99392,5.0,1
3,99394,1.0,1
3,90557,5.0,2
3,30314,1.0,1
3,99861,2.0,1
3,99930,4.0,12
3,78096,5.0,6
3,99956,3.0,20
3,99653,2.0,1
3,99394,5.0,1
3,99602,3.0,6
3,99603,4.0,4
3,99993,3.0,1
3,99820,4.0,1
3,98280,4.0,1
3,99330,5.0,12
3,77422,4.0,12
3,91947,4.0,1
3,99587,4.0,12
3,99652,5.0,1
3,46360,5.0,1
3,78096,5.0,6
3,99930,5.0,12
3,99392,5.0,1
3,30314,5.0,1
3,95685,5.0,2
3,36150,3.0,1
3,93235,4.0,1
3,36150,5.0,1
3,91947,3.0,1
3,99602,2.0,1
3,99603,4.0,1
3,99394,5.0,1
3,99521,2.0,1
3,95216,5.0,1
3,99323,5.0,4
3,99326,5.0,4
3,90306,3.0,12
3,99861,5.0,32
3,58103,5.0,6
3,98729,4.0,6
3,30197,1.0,4
3,96915,5.0,3
3,98655,5.0,3
3,98654,5.0,3
3,82105,3.0,3
3,97532,2.0,12
3,99926,5.0,12
3,98239,1.0,6
3,91947,4.0,6
3,99641,4.0,6
3,81695,4.0,6
3,78150,5.0,3
3,63484,4.0,4
3,85230,4.0,6
3,99644,4.0,6
3,77885,2.0,12
3,76026,5.0,12
3,98334,5.0,12
3,99951,4.0,12
3,99394,4.0,8
3,394,3.0,6
3,97534,1.0,5
3,96540,5.0,4
3,97119,4.0,4
3,398,4.0,2
3,83483,4.0,6
3,400,3.0,6
3,62585,1.0,2
3,402,2.0,2
3,95575,4.0,2
3,45085,1.0,3
3,405,4.0,6
3,406,4.0,2
3,86861,5.0,2
3,4372,3.0,12
3,46989,5.0,12
3,98070,2.0,8
3,99452,4.0,6
3,86424,3.0,2
3,99896,2.0,2
3,98575,4.0,2
3,99934,3.0,36
3,98152,4.0,3
3,98892,1.0,6
3,99756,3.0,10
3,99372,5.0,10
3,99986,2.0,6
3,92835,5.0,4
3,99026,4.0,12
3,81695,2.0,6
3,99943,4.0,12
3,98775,5.0,4
3,80313,4.0,54
3,98536,3.0,6
3,33937,5.0,4
3,98308,5.0,10
3,77885,5.0,12
3,13178,4.0,12
3,99374,5.0,6
3,90306,1.0,6
3,89489,1.0,3
3,98873,2.0,3
3,99522,4.0,12
3,99587,4.0,12
3,98889,5.0,3
3,84170,3.0,1
3,30415,4.0,1
3,53447,4.0,2
3,96989,1.0,6
3,23981,5.0,4
3,81033,5.0,1
3,99678,1.0,1
3,99208,4.0,2
3,99313,5.0,1
3,98070,2.0,1
3,22695,4.0,1
3,13704,1.0,6
3,91796,2.0,2
3,99473,5.0,1
3,98970,5.0,1
3,99474,5.0,1
3,97500,4.0,3
3,96921,4.0,3
3,96923,5.0,3
3,85504,2.0,4
3,92429,2.0,36
3,68862,4.0,2
3,99956,4.0,2
3,87088,5.0,6
3,33992,4.0,2
3,92392,3.0,1
3,95241,5.0,1
3,99784,4.0,3
3,98948,1.0,3
3,97564,4.0,3
3,97565,4.0,3
3,98652,4.0,3
3,98653,4.0,3
3,99384,3.0,6
3,78096,5.0,24
3,90729,4.0,7
3,78835,4.0,10
3,30308,2.0,6
3,48485,1.0,6
3,99171,5.0,6
3,77885,2.0,6
3,99395,1.0,2
3,93089,3.0,2
3,17144,3.0,2
3,99393,5.0,3
3,93431,4.0,6
3,92797,3.0,2
3,94405,4.0,4
3,50208,4.0,6
3,29732,3.0,6
3,29730,1.0,6
3,99213,3.0,1
3,76347,4.0,1
3,87270,3.0,1
3,98958,3.0,25
3,99741,4.0,2
3,96989,5.0,6
3,87448,3.0,4
3,82352,4.0,1
3,99328,3.0,1
3,99327,3.0,1
3,99326,2.0,1
3,99628,5.0,8
3,97572,4.0,6
3,98302,3.0,12
3,94546,2.0,5
3,99516,4.0,1
3,99837,1.0,1
3,99943,4.0,1
3,81695,3.0,2
3,95473,1.0,1
3,99834,3.0,2
3,99630,5.0,2
3,99645,3.0,1
3,99641,4.0,3
3,99668,4.0,1
3,99644,5.0,2
4,98735,4.0,1
4,94352,4.0,10
4,97589,4.0,4
4,17560,4.0,7
4,73126,3.0,6
4,97568,4.0,6
4,99376,5.0,8
4,99987,4.0,1
4,99923,3.0,8
4,99330,3.0,1
4,75052,4.0,1
4,99294,5.0,1
4,99316,3.0,4
4,99318,4.0,4
4,99317,3.0,4
4,90099,1.0,4
4,92873,5.0,4
4,99757,5.0,1
4,92091,3.0,2
4,99414,2.0,2
4,86083,3.0,2
4,96803,3.0,1
4,96540,3.0,1
4,97648,2.0,1
4,90701,3.0,1
4,98792,4.0,6
4,99923,2.0,800
4,99414,3.0,12
4,98999,4.0,24
4,99710,4.0,25
4,99757,5.0,12
4,99926,3.0,12
4,67559,5.0,24
4,99084,4.0,4
4,98629,3.0,6
4,99861,4.0,6
4,98788,3.0,10
4,99884,5.0,3
4,30209,3.0,25
4,99522,5.0,24
4,99876,5.0,2
4,98937,5.0,6
4,98939,3.0,6
4,93881,3.0,3
5,99622,4.0,8
5,99930,5.0,24
5,99839,3.0,9
5,99327,5.0,8
5,99882,4.0,12
5,99443,4.0,3
5,99316,3.0,16
5,99320,3.0,8
5,99720,4.0,8
5,99883,3.0,6
5,99707,4.0,6
5,99868,4.0,4
5,99878,4.0,4
5,99810,2.0,24
5,98770,2.0,6
5,98773,5.0,6
5,99768,4.0,12
5,94901,3.0,12
5,97145,4.0,12
